alert_id,screened_name,list_entry,score,date_of_birth,country,resolution,cause
alr_001717,Kumar Patel Rajesh,Rajesh Patel Kumar,0.9411,,RU,false_positive,otras
alr_001718,Costa Silva Maria,Maria Silva Costa,0.9313,1990-07-21,KR,false_positive,apellido_frecuente
alr_001719,Kim Min Jun,Kim Min Jun,0.8799,1990-07-21,EG,false_positive,otras
alr_001720,Ahmed Hassan Ali,Ahmed Hassan Ali,0.9344,1978-03-14,CL,false_positive,otras
alr_001721,Kim Min Jun,Kim Min Jun,0.7769,1985-11-02,IN,false_positive,sin_fecha_nacimiento
alr_001722,Juan Gonzalez Perez,Juan Gonzalez Perez,0.727,1978-03-14,MX,false_positive,otras
alr_001723,Patel Rajesh Kumar,Rajesh Patel Kumar,0.8753,1978-03-14,CN,false_positive,entidad_generica
alr_001724,Chen Wei Wang,Wang Wei Chen,0.8827,1990-07-21,EG,false_positive,entidad_generica
alr_001725,Carlos Mendez Rios,Carlos Mendez Rios,0.7581,1990-07-21,MX,false_positive,entidad_generica
alr_001726,Olga Petrova Ivanova,Olga Petrova Ivanova,0.8524,1978-03-14,EG,false_positive,sin_fecha_nacimiento
alr_001727,Nguyen Van Minh,Nguyen Van Minh,0.9228,1990-07-21,CN,false_positive,apellido_frecuente
alr_001728,Juan Gonzalez Perez,Juan Gonzalez Perez,0.9449,,CN,false_positive,entidad_generica
alr_001729,Juan Gonzalez Perez,Juan Gonzalez Perez,0.7128,,EG,false_positive,transliteracion
alr_001730,Nguyen Van Minh,Nguyen Van Minh,0.7733,1990-07-21,MX,false_positive,sin_fecha_nacimiento
alr_001731,Nguyen Van Minh,Nguyen Van Minh,0.7473,1985-11-02,MX,false_positive,transliteracion
alr_001732,Maria Silva Costa,Maria Silva Costa,0.7888,1978-03-14,KR,false_positive,otras
alr_001733,Carlos Mendez Rios,Carlos Mendez Rios,0.9566,,CL,false_positive,otras
alr_001734,Rajesh Patel Kumar,Rajesh Patel Kumar,0.7608,1978-03-14,KR,false_positive,otras
alr_001735,Olga Petrova Ivanova,Olga Petrova Ivanova,0.987,,CN,false_positive,apellido_frecuente
alr_001736,Rajesh Patel Kumar,Rajesh Patel Kumar,0.9808,1990-07-21,EG,false_positive,apellido_frecuente
alr_001737,Olga Petrova Ivanova,Olga Petrova Ivanova,0.9272,1978-03-14,VN,false_positive,otras
alr_001738,Wang Wei Chen,Wang Wei Chen,0.7384,1978-03-14,EG,false_positive,transliteracion
alr_001739,Silva Costa Maria,Maria Silva Costa,0.9781,,CN,false_positive,apellido_frecuente
alr_001740,Ana Garcia Lopez,Ana Garcia Lopez,0.9248,1990-07-21,IN,false_positive,sin_fecha_nacimiento
alr_001741,Juan Gonzalez Perez,Juan Gonzalez Perez,0.8156,1990-07-21,IN,false_positive,apellido_frecuente
alr_001742,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8904,,MX,false_positive,transliteracion
alr_001743,Maria Costa Silva,Maria Silva Costa,0.9672,,VN,false_positive,transliteracion
alr_001744,Carlos Mendez Rios,Carlos Mendez Rios,0.9028,,KR,false_positive,otras
alr_001745,Kim Min Jun,Kim Min Jun,0.8054,1978-03-14,CN,false_positive,sin_fecha_nacimiento
alr_001746,Ahmed Hassan Ali,Ahmed Hassan Ali,0.9039,1978-03-14,CN,false_positive,sin_fecha_nacimiento
alr_001747,Kumar Rajesh Patel,Rajesh Patel Kumar,0.7855,,CN,false_positive,entidad_generica
alr_001748,Carlos Mendez Rios,Carlos Mendez Rios,0.7383,,IN,false_positive,entidad_generica
alr_001749,Gonzalez Perez Juan,Juan Gonzalez Perez,0.7445,,CN,false_positive,otras
alr_001750,Juan Gonzalez Perez,Juan Gonzalez Perez,0.7785,1990-07-21,IN,false_positive,transliteracion
alr_001751,Olga Petrova Ivanova,Olga Petrova Ivanova,0.8977,,IN,false_positive,apellido_frecuente
alr_001752,Ahmed Hassan Ali,Ahmed Hassan Ali,0.9671,1990-07-21,CN,false_positive,sin_fecha_nacimiento
alr_001753,Kim Min Jun,Kim Min Jun,0.9338,1990-07-21,EG,false_positive,transliteracion
alr_001754,Ana Garcia Lopez,Ana Garcia Lopez,0.762,,MX,false_positive,sin_fecha_nacimiento
alr_001755,Lopez Ana Garcia,Ana Garcia Lopez,0.7672,,IN,false_positive,transliteracion
alr_001756,Ahmed Hassan Ali,Ahmed Hassan Ali,0.912,,KR,false_positive,sin_fecha_nacimiento
alr_001757,Juan Gonzalez Perez,Juan Gonzalez Perez,0.862,1978-03-14,CN,false_positive,transliteracion
alr_001758,Kim Min Jun,Kim Min Jun,0.755,,VN,false_positive,transliteracion
alr_001759,Carlos Mendez Rios,Carlos Mendez Rios,0.9929,1978-03-14,KR,false_positive,sin_fecha_nacimiento
alr_001760,Ana Garcia Lopez,Ana Garcia Lopez,0.8172,1978-03-14,EG,false_positive,sin_fecha_nacimiento
alr_001761,Rajesh Patel Kumar,Rajesh Patel Kumar,0.7799,1990-07-21,CN,false_positive,transliteracion
alr_001762,Rajesh Patel Kumar,Rajesh Patel Kumar,0.8579,1990-07-21,KR,false_positive,otras
alr_001763,Rajesh Patel Kumar,Rajesh Patel Kumar,0.829,1978-03-14,KR,false_positive,transliteracion
alr_001764,Olga Petrova Ivanova,Olga Petrova Ivanova,0.8007,1990-07-21,CL,false_positive,apellido_frecuente
alr_001765,Petrova Ivanova Olga,Olga Petrova Ivanova,0.9808,,KR,false_positive,transliteracion
alr_001766,Carlos Rios Mendez,Carlos Mendez Rios,0.7452,1978-03-14,KR,false_positive,entidad_generica
alr_001767,Carlos Mendez Rios,Carlos Mendez Rios,0.8258,,VN,false_positive,entidad_generica
alr_001768,Olga Petrova Ivanova,Olga Petrova Ivanova,0.7615,1978-03-14,IN,false_positive,otras
alr_001769,Ana Garcia Lopez,Ana Garcia Lopez,0.8605,1978-03-14,RU,false_positive,entidad_generica
alr_001770,Carlos Mendez Rios,Carlos Mendez Rios,0.7726,1985-11-02,CN,false_positive,transliteracion
alr_001771,Wang Wei Chen,Wang Wei Chen,0.7698,1990-07-21,VN,false_positive,apellido_frecuente
alr_001772,Wang Wei Chen,Wang Wei Chen,0.9652,1978-03-14,MX,false_positive,otras
alr_001773,Maria Silva Costa,Maria Silva Costa,0.8394,1990-07-21,EG,false_positive,otras
alr_001774,Ana Garcia Lopez,Ana Garcia Lopez,0.718,1990-07-21,KR,false_positive,transliteracion
alr_001775,Wang Wei Chen,Wang Wei Chen,0.9219,1978-03-14,CL,false_positive,entidad_generica
alr_001776,Nguyen Van Minh,Nguyen Van Minh,0.7052,1978-03-14,IN,false_positive,entidad_generica
alr_001777,Olga Petrova Ivanova,Olga Petrova Ivanova,0.763,1985-11-02,IN,false_positive,otras
alr_001778,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8739,1978-03-14,CN,false_positive,sin_fecha_nacimiento
alr_001779,Rajesh Patel Kumar,Rajesh Patel Kumar,0.8187,1990-07-21,CL,false_positive,apellido_frecuente
alr_001780,Maria Silva Costa,Maria Silva Costa,0.9508,1990-07-21,CN,false_positive,transliteracion
alr_001781,Ivanova Petrova Olga,Olga Petrova Ivanova,0.8044,1985-11-02,KR,false_positive,apellido_frecuente
alr_001782,Ana Garcia Lopez,Ana Garcia Lopez,0.7316,,VN,false_positive,apellido_frecuente
alr_001783,Maria Silva Costa,Maria Silva Costa,0.8028,,EG,false_positive,sin_fecha_nacimiento
alr_001784,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7722,1978-03-14,MX,false_positive,sin_fecha_nacimiento
alr_001785,Lopez Ana Garcia,Ana Garcia Lopez,0.9259,1990-07-21,CL,false_positive,entidad_generica
alr_001786,Rajesh Patel Kumar,Rajesh Patel Kumar,0.7063,1990-07-21,VN,false_positive,entidad_generica
alr_001787,Wang Wei Chen,Wang Wei Chen,0.779,1985-11-02,VN,false_positive,sin_fecha_nacimiento
alr_001788,Rajesh Patel Kumar,Rajesh Patel Kumar,0.9,1985-11-02,KR,false_positive,entidad_generica
alr_001789,Kim Min Jun,Kim Min Jun,0.9835,1985-11-02,IN,false_positive,apellido_frecuente
alr_001790,Juan Gonzalez Perez,Juan Gonzalez Perez,0.9696,1985-11-02,CN,false_positive,apellido_frecuente
alr_001791,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8213,1990-07-21,CN,false_positive,apellido_frecuente
alr_001792,Silva Costa Maria,Maria Silva Costa,0.9099,1978-03-14,VN,false_positive,entidad_generica
alr_001793,Wang Wei Chen,Wang Wei Chen,0.9652,1990-07-21,KR,false_positive,entidad_generica
alr_001794,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8536,1978-03-14,VN,false_positive,otras
alr_001795,Nguyen Van Minh,Nguyen Van Minh,0.8702,1985-11-02,RU,false_positive,apellido_frecuente
alr_001796,Ana Lopez Garcia,Ana Garcia Lopez,0.7496,1985-11-02,KR,false_positive,entidad_generica
alr_001797,Nguyen Van Minh,Nguyen Van Minh,0.9845,,IN,false_positive,apellido_frecuente
alr_001798,Juan Gonzalez Perez,Juan Gonzalez Perez,0.966,1985-11-02,RU,false_positive,sin_fecha_nacimiento
alr_001799,Olga Petrova Ivanova,Olga Petrova Ivanova,0.8877,,RU,false_positive,transliteracion
alr_001800,Kim Min Jun,Kim Min Jun,0.7687,1978-03-14,IN,false_positive,entidad_generica
alr_001801,Carlos Mendez Rios,Carlos Mendez Rios,0.933,1985-11-02,VN,false_positive,entidad_generica
alr_001802,Ana Garcia Lopez,Ana Garcia Lopez,0.7289,1990-07-21,MX,false_positive,sin_fecha_nacimiento
alr_001803,Maria Silva Costa,Maria Silva Costa,0.8852,1978-03-14,CL,false_positive,sin_fecha_nacimiento
alr_001804,Rajesh Patel Kumar,Rajesh Patel Kumar,0.784,1990-07-21,MX,false_positive,entidad_generica
alr_001805,Carlos Mendez Rios,Carlos Mendez Rios,0.8361,,IN,false_positive,entidad_generica
alr_001806,Rajesh Patel Kumar,Rajesh Patel Kumar,0.7769,1990-07-21,MX,false_positive,entidad_generica
alr_001807,Ana Garcia Lopez,Ana Garcia Lopez,0.9642,1990-07-21,RU,false_positive,apellido_frecuente
alr_001808,Ali Ahmed Hassan,Ahmed Hassan Ali,0.7708,1990-07-21,CN,false_positive,otras
alr_001809,Rajesh Patel Kumar,Rajesh Patel Kumar,0.7152,1978-03-14,KR,false_positive,entidad_generica
alr_001810,Kim Min Jun,Kim Min Jun,0.882,1985-11-02,IN,false_positive,otras
alr_001811,Ana Lopez Garcia,Ana Garcia Lopez,0.8886,1985-11-02,IN,false_positive,otras
alr_001812,Carlos Mendez Rios,Carlos Mendez Rios,0.7664,1985-11-02,CL,false_positive,transliteracion
alr_001813,Mendez Carlos Rios,Carlos Mendez Rios,0.9616,1978-03-14,RU,false_positive,sin_fecha_nacimiento
alr_001814,Olga Petrova Ivanova,Olga Petrova Ivanova,0.9263,,VN,false_positive,otras
alr_001815,Wang Wei Chen,Wang Wei Chen,0.8965,1990-07-21,KR,false_positive,sin_fecha_nacimiento
alr_001816,Hassan Ali Ahmed,Ahmed Hassan Ali,0.8907,1985-11-02,IN,false_positive,otras
alr_001817,Maria Costa Silva,Maria Silva Costa,0.7602,1985-11-02,EG,false_positive,transliteracion
alr_001818,Gonzalez Perez Juan,Juan Gonzalez Perez,0.7147,1985-11-02,VN,false_positive,apellido_frecuente
alr_001819,Costa Silva Maria,Maria Silva Costa,0.9269,1978-03-14,CL,false_positive,apellido_frecuente
alr_001820,Min Kim Jun,Kim Min Jun,0.8376,1990-07-21,MX,false_positive,entidad_generica
alr_001821,Carlos Mendez Rios,Carlos Mendez Rios,0.8086,1978-03-14,EG,false_positive,transliteracion
alr_001822,Wang Wei Chen,Wang Wei Chen,0.8362,1990-07-21,EG,false_positive,otras
alr_001823,Ana Garcia Lopez,Ana Garcia Lopez,0.7115,1978-03-14,CL,false_positive,transliteracion
alr_001824,Olga Petrova Ivanova,Olga Petrova Ivanova,0.8853,1990-07-21,KR,false_positive,entidad_generica
alr_001825,Gonzalez Juan Perez,Juan Gonzalez Perez,0.8072,1990-07-21,CN,false_positive,sin_fecha_nacimiento
alr_001826,Silva Costa Maria,Maria Silva Costa,0.9814,1978-03-14,CL,false_positive,apellido_frecuente
alr_001827,Carlos Mendez Rios,Carlos Mendez Rios,0.7673,,CN,false_positive,transliteracion
alr_001828,Ana Garcia Lopez,Ana Garcia Lopez,0.9318,1978-03-14,KR,false_positive,otras
alr_001829,Wang Wei Chen,Wang Wei Chen,0.8031,1990-07-21,IN,false_positive,apellido_frecuente
alr_001830,Gonzalez Juan Perez,Juan Gonzalez Perez,0.9672,1985-11-02,CN,false_positive,otras
alr_001831,Maria Silva Costa,Maria Silva Costa,0.8802,1978-03-14,IN,false_positive,transliteracion
alr_001832,Ahmed Hassan Ali,Ahmed Hassan Ali,0.9011,1985-11-02,KR,false_positive,apellido_frecuente
alr_001833,Lopez Ana Garcia,Ana Garcia Lopez,0.8633,,EG,false_positive,transliteracion
alr_001834,Ali Hassan Ahmed,Ahmed Hassan Ali,0.8842,,CN,false_positive,entidad_generica
alr_001835,Maria Silva Costa,Maria Silva Costa,0.9605,1978-03-14,RU,false_positive,apellido_frecuente
alr_001836,Kumar Patel Rajesh,Rajesh Patel Kumar,0.7101,1985-11-02,CN,false_positive,transliteracion
alr_001837,Hassan Ahmed Ali,Ahmed Hassan Ali,0.8095,1985-11-02,EG,false_positive,transliteracion
alr_001838,Olga Petrova Ivanova,Olga Petrova Ivanova,0.8662,1978-03-14,EG,false_positive,apellido_frecuente
alr_001839,Juan Gonzalez Perez,Juan Gonzalez Perez,0.8822,1985-11-02,KR,false_positive,sin_fecha_nacimiento
alr_001840,Maria Silva Costa,Maria Silva Costa,0.9328,1990-07-21,EG,false_positive,transliteracion
alr_001841,Kim Min Jun,Kim Min Jun,0.869,1990-07-21,CN,false_positive,otras
alr_001842,Rajesh Kumar Patel,Rajesh Patel Kumar,0.8044,,CN,false_positive,sin_fecha_nacimiento
alr_001843,Patel Kumar Rajesh,Rajesh Patel Kumar,0.9558,1990-07-21,IN,false_positive,sin_fecha_nacimiento
alr_001844,Maria Silva Costa,Maria Silva Costa,0.8656,1985-11-02,KR,false_positive,transliteracion
alr_001845,Ana Garcia Lopez,Ana Garcia Lopez,0.8666,1990-07-21,VN,false_positive,apellido_frecuente
alr_001846,Olga Petrova Ivanova,Olga Petrova Ivanova,0.8767,,CN,false_positive,transliteracion
alr_001847,Minh Van Nguyen,Nguyen Van Minh,0.9244,1985-11-02,VN,false_positive,apellido_frecuente
alr_001848,Garcia Ana Lopez,Ana Garcia Lopez,0.8791,1978-03-14,MX,false_positive,otras
alr_001849,Kim Min Jun,Kim Min Jun,0.8115,,VN,false_positive,transliteracion
alr_001850,Costa Maria Silva,Maria Silva Costa,0.7879,1978-03-14,CN,false_positive,sin_fecha_nacimiento
alr_001851,Gonzalez Perez Juan,Juan Gonzalez Perez,0.8214,1990-07-21,VN,false_positive,otras
alr_001852,Ahmed Hassan Ali,Ahmed Hassan Ali,0.9798,1978-03-14,VN,false_positive,otras
alr_001853,Nguyen Van Minh,Nguyen Van Minh,0.9711,,VN,false_positive,transliteracion
alr_001854,Ivanova Petrova Olga,Olga Petrova Ivanova,0.9963,1985-11-02,EG,false_positive,transliteracion
alr_001855,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8417,1985-11-02,RU,false_positive,sin_fecha_nacimiento
alr_001856,Juan Perez Gonzalez,Juan Gonzalez Perez,0.934,,EG,false_positive,otras
alr_001857,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7085,1978-03-14,CL,false_positive,otras
alr_001858,Ana Garcia Lopez,Ana Garcia Lopez,0.9992,1985-11-02,MX,false_positive,apellido_frecuente
alr_001859,Olga Petrova Ivanova,Olga Petrova Ivanova,0.9204,1978-03-14,RU,false_positive,entidad_generica
alr_001860,Rajesh Patel Kumar,Rajesh Patel Kumar,0.9241,1985-11-02,MX,false_positive,entidad_generica
alr_001861,Ahmed Hassan Ali,Ahmed Hassan Ali,0.945,1978-03-14,CL,false_positive,sin_fecha_nacimiento
alr_001862,Wang Wei Chen,Wang Wei Chen,0.7818,1978-03-14,CN,false_positive,sin_fecha_nacimiento
alr_001863,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8164,1978-03-14,RU,false_positive,entidad_generica
alr_001864,Kim Min Jun,Kim Min Jun,0.9102,1978-03-14,IN,false_positive,apellido_frecuente
alr_001865,Min Jun Kim,Kim Min Jun,0.9313,,CL,false_positive,sin_fecha_nacimiento
alr_001866,Petrova Olga Ivanova,Olga Petrova Ivanova,0.8851,1978-03-14,CL,false_positive,entidad_generica
alr_001867,Rajesh Patel Kumar,Rajesh Patel Kumar,0.777,,MX,false_positive,apellido_frecuente
alr_001868,Carlos Mendez Rios,Carlos Mendez Rios,0.7072,1990-07-21,IN,false_positive,transliteracion
alr_001869,Ivanova Olga Petrova,Olga Petrova Ivanova,0.9823,,EG,false_positive,sin_fecha_nacimiento
alr_001870,Kim Min Jun,Kim Min Jun,0.9275,1978-03-14,VN,false_positive,otras
alr_001871,Maria Silva Costa,Maria Silva Costa,0.9263,1978-03-14,VN,false_positive,otras
alr_001872,Kim Min Jun,Kim Min Jun,0.8228,1985-11-02,MX,false_positive,sin_fecha_nacimiento
alr_001873,Ana Garcia Lopez,Ana Garcia Lopez,0.885,,KR,false_positive,apellido_frecuente
alr_001874,Olga Petrova Ivanova,Olga Petrova Ivanova,0.8085,,CN,false_positive,entidad_generica
alr_001875,Rajesh Patel Kumar,Rajesh Patel Kumar,0.7864,1978-03-14,IN,false_positive,entidad_generica
alr_001876,Maria Silva Costa,Maria Silva Costa,0.9965,1985-11-02,CN,false_positive,sin_fecha_nacimiento
alr_001877,Patel Kumar Rajesh,Rajesh Patel Kumar,0.894,1990-07-21,MX,false_positive,apellido_frecuente
alr_001878,Rajesh Patel Kumar,Rajesh Patel Kumar,0.8926,,IN,false_positive,otras
alr_001879,Petrova Olga Ivanova,Olga Petrova Ivanova,0.8466,,MX,false_positive,sin_fecha_nacimiento
alr_001880,Maria Silva Costa,Maria Silva Costa,0.8994,1985-11-02,CN,false_positive,otras
alr_001881,Wang Chen Wei,Wang Wei Chen,0.7814,1990-07-21,IN,false_positive,entidad_generica
alr_001882,Olga Petrova Ivanova,Olga Petrova Ivanova,0.9905,1985-11-02,KR,false_positive,entidad_generica
alr_001883,Carlos Mendez Rios,Carlos Mendez Rios,0.9567,1985-11-02,CN,false_positive,sin_fecha_nacimiento
alr_001884,Maria Silva Costa,Maria Silva Costa,0.7017,,CL,false_positive,transliteracion
alr_001885,Juan Gonzalez Perez,Juan Gonzalez Perez,0.729,1985-11-02,RU,false_positive,transliteracion
alr_001886,Lopez Garcia Ana,Ana Garcia Lopez,0.8219,1990-07-21,VN,false_positive,transliteracion
alr_001887,Chen Wei Wang,Wang Wei Chen,0.7537,,MX,false_positive,sin_fecha_nacimiento
alr_001888,Ana Garcia Lopez,Ana Garcia Lopez,0.7471,1985-11-02,CL,false_positive,otras
alr_001889,Kim Jun Min,Kim Min Jun,0.7764,1990-07-21,MX,false_positive,transliteracion
alr_001890,Olga Ivanova Petrova,Olga Petrova Ivanova,0.7655,1990-07-21,CN,false_positive,sin_fecha_nacimiento
alr_001891,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7982,,CN,false_positive,otras
alr_001892,Kim Min Jun,Kim Min Jun,0.7707,,IN,false_positive,sin_fecha_nacimiento
alr_001893,Juan Gonzalez Perez,Juan Gonzalez Perez,0.9689,1985-11-02,MX,false_positive,otras
alr_001894,Kim Min Jun,Kim Min Jun,0.8699,,CL,false_positive,transliteracion
alr_001895,Rajesh Patel Kumar,Rajesh Patel Kumar,0.994,1978-03-14,IN,false_positive,transliteracion
alr_001896,Van Nguyen Minh,Nguyen Van Minh,0.9769,,IN,false_positive,transliteracion
alr_001897,Rajesh Patel Kumar,Rajesh Patel Kumar,0.7015,1985-11-02,IN,false_positive,transliteracion
alr_001898,Kim Min Jun,Kim Min Jun,0.8959,,RU,false_positive,apellido_frecuente
alr_001899,Lopez Garcia Ana,Ana Garcia Lopez,0.8439,1990-07-21,CN,false_positive,sin_fecha_nacimiento
alr_001900,Perez Gonzalez Juan,Juan Gonzalez Perez,0.7563,1990-07-21,EG,false_positive,transliteracion
alr_001901,Perez Gonzalez Juan,Juan Gonzalez Perez,0.8106,,CN,false_positive,apellido_frecuente
alr_001902,Wang Chen Wei,Wang Wei Chen,0.7395,,MX,false_positive,apellido_frecuente
alr_001903,Maria Silva Costa,Maria Silva Costa,0.868,1978-03-14,EG,false_positive,entidad_generica
alr_001904,Maria Silva Costa,Maria Silva Costa,0.8633,1985-11-02,RU,false_positive,transliteracion
alr_001905,Ana Lopez Garcia,Ana Garcia Lopez,0.9889,,VN,false_positive,transliteracion
alr_001906,Nguyen Van Minh,Nguyen Van Minh,0.9295,1978-03-14,KR,false_positive,otras
alr_001907,Wang Chen Wei,Wang Wei Chen,0.9856,,IN,false_positive,transliteracion
alr_001908,Perez Gonzalez Juan,Juan Gonzalez Perez,0.9778,1990-07-21,CN,false_positive,apellido_frecuente
alr_001909,Patel Rajesh Kumar,Rajesh Patel Kumar,0.8456,1990-07-21,KR,false_positive,sin_fecha_nacimiento
alr_001910,Ahmed Hassan Ali,Ahmed Hassan Ali,0.9858,1985-11-02,RU,false_positive,transliteracion
alr_001911,Ahmed Hassan Ali,Ahmed Hassan Ali,0.894,1990-07-21,CL,false_positive,apellido_frecuente
alr_001912,Ahmed Ali Hassan,Ahmed Hassan Ali,0.7776,,IN,false_positive,transliteracion
alr_001913,Maria Silva Costa,Maria Silva Costa,0.9066,1990-07-21,KR,false_positive,entidad_generica
alr_001914,Olga Petrova Ivanova,Olga Petrova Ivanova,0.7089,1990-07-21,RU,false_positive,apellido_frecuente
alr_001915,Rios Carlos Mendez,Carlos Mendez Rios,0.9769,1985-11-02,KR,false_positive,transliteracion
alr_001916,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7938,,IN,false_positive,otras
alr_001917,Rajesh Patel Kumar,Rajesh Patel Kumar,0.88,1990-07-21,EG,false_positive,apellido_frecuente
alr_001918,Rajesh Kumar Patel,Rajesh Patel Kumar,0.8634,1985-11-02,CN,false_positive,transliteracion
alr_001919,Kim Min Jun,Kim Min Jun,0.9894,1985-11-02,KR,false_positive,otras
alr_001920,Perez Juan Gonzalez,Juan Gonzalez Perez,0.7535,,EG,false_positive,otras
alr_001921,Kim Min Jun,Kim Min Jun,0.9739,1985-11-02,MX,false_positive,otras
alr_001922,Juan Gonzalez Perez,Juan Gonzalez Perez,0.8863,1985-11-02,EG,false_positive,transliteracion
alr_001923,Olga Ivanova Petrova,Olga Petrova Ivanova,0.9167,1978-03-14,CL,false_positive,apellido_frecuente
alr_001924,Juan Gonzalez Perez,Juan Gonzalez Perez,0.7612,1990-07-21,EG,false_positive,transliteracion
alr_001925,Rajesh Kumar Patel,Rajesh Patel Kumar,0.9648,1985-11-02,CN,false_positive,sin_fecha_nacimiento
alr_001926,Ana Garcia Lopez,Ana Garcia Lopez,0.9906,1990-07-21,CN,false_positive,apellido_frecuente
alr_001927,Rajesh Patel Kumar,Rajesh Patel Kumar,0.9453,1990-07-21,VN,false_positive,transliteracion
alr_001928,Hassan Ahmed Ali,Ahmed Hassan Ali,0.9169,,VN,false_positive,transliteracion
alr_001929,Hassan Ahmed Ali,Ahmed Hassan Ali,0.8226,,CN,false_positive,apellido_frecuente
alr_001930,Ahmed Hassan Ali,Ahmed Hassan Ali,0.7471,1990-07-21,CN,false_positive,sin_fecha_nacimiento
alr_001931,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8106,1990-07-21,MX,false_positive,entidad_generica
alr_001932,Kim Min Jun,Kim Min Jun,0.924,,MX,false_positive,sin_fecha_nacimiento
alr_001933,Maria Silva Costa,Maria Silva Costa,0.7269,1990-07-21,EG,false_positive,transliteracion
alr_001934,Olga Petrova Ivanova,Olga Petrova Ivanova,0.9748,,IN,false_positive,sin_fecha_nacimiento
alr_001935,Nguyen Van Minh,Nguyen Van Minh,0.752,1978-03-14,EG,false_positive,entidad_generica
alr_001936,Ana Garcia Lopez,Ana Garcia Lopez,0.822,1990-07-21,CN,false_positive,otras
alr_001937,Garcia Lopez Ana,Ana Garcia Lopez,0.8013,,EG,false_positive,entidad_generica
alr_001938,Olga Petrova Ivanova,Olga Petrova Ivanova,0.9534,1990-07-21,VN,false_positive,transliteracion
alr_001939,Rajesh Patel Kumar,Rajesh Patel Kumar,0.7679,1978-03-14,CN,false_positive,sin_fecha_nacimiento
alr_001940,Juan Gonzalez Perez,Juan Gonzalez Perez,0.8185,,CN,false_positive,apellido_frecuente
alr_001941,Ana Lopez Garcia,Ana Garcia Lopez,0.9433,1990-07-21,KR,false_positive,transliteracion
alr_001942,Nguyen Van Minh,Nguyen Van Minh,0.7936,1985-11-02,RU,false_positive,apellido_frecuente
alr_001943,Ana Garcia Lopez,Ana Garcia Lopez,0.8656,1985-11-02,KR,false_positive,transliteracion
alr_001944,Kim Min Jun,Kim Min Jun,0.7929,1978-03-14,IN,false_positive,otras
alr_001945,Ivanova Petrova Olga,Olga Petrova Ivanova,0.8207,,EG,false_positive,entidad_generica
alr_001946,Carlos Mendez Rios,Carlos Mendez Rios,0.9375,,EG,false_positive,apellido_frecuente
alr_001947,Costa Maria Silva,Maria Silva Costa,0.7712,1985-11-02,CL,false_positive,sin_fecha_nacimiento
alr_001948,Gonzalez Juan Perez,Juan Gonzalez Perez,0.7606,1985-11-02,KR,false_positive,entidad_generica
alr_001949,Carlos Mendez Rios,Carlos Mendez Rios,0.8732,,EG,false_positive,entidad_generica
alr_001950,Nguyen Van Minh,Nguyen Van Minh,0.7584,1985-11-02,KR,false_positive,entidad_generica
alr_001951,Maria Silva Costa,Maria Silva Costa,0.8233,1985-11-02,MX,false_positive,entidad_generica
alr_001952,Juan Perez Gonzalez,Juan Gonzalez Perez,0.8107,1978-03-14,VN,false_positive,sin_fecha_nacimiento
alr_001953,Olga Petrova Ivanova,Olga Petrova Ivanova,0.788,,KR,false_positive,transliteracion
alr_001954,Carlos Mendez Rios,Carlos Mendez Rios,0.8726,,IN,false_positive,apellido_frecuente
alr_001955,Nguyen Van Minh,Nguyen Van Minh,0.8017,,EG,false_positive,transliteracion
alr_001956,Ana Garcia Lopez,Ana Garcia Lopez,0.7937,1990-07-21,CN,false_positive,entidad_generica
alr_001957,Juan Gonzalez Perez,Juan Gonzalez Perez,0.9956,1990-07-21,MX,false_positive,apellido_frecuente
alr_001958,Ahmed Hassan Ali,Ahmed Hassan Ali,0.8351,,MX,false_positive,otras
alr_001959,Juan Gonzalez Perez,Juan Gonzalez Perez,0.7859,1978-03-14,CL,false_positive,otras
alr_001960,Kim Min Jun,Kim Min Jun,0.9343,1990-07-21,CN,false_positive,otras
alr_001961,Ali Ahmed Hassan,Ahmed Hassan Ali,0.8101,,VN,false_positive,otras
alr_001962,Min Kim Jun,Kim Min Jun,0.8033,1985-11-02,VN,false_positive,apellido_frecuente
alr_001963,Maria Silva Costa,Maria Silva Costa,0.8717,1978-03-14,CN,false_positive,entidad_generica
alr_001964,Wang Wei Chen,Wang Wei Chen,0.7552,,CL,false_positive,apellido_frecuente
alr_001965,Ana Garcia Lopez,Ana Garcia Lopez,0.739,,KR,false_positive,apellido_frecuente
alr_001966,Olga Petrova Ivanova,Olga Petrova Ivanova,0.8598,1978-03-14,KR,false_positive,entidad_generica
alr_001967,Wang Wei Chen,Wang Wei Chen,0.772,,CN,false_positive,transliteracion
alr_001968,Wang Wei Chen,Wang Wei Chen,0.7908,1985-11-02,VN,false_positive,apellido_frecuente
alr_001969,Van Nguyen Minh,Nguyen Van Minh,0.7731,,CN,false_positive,transliteracion
